reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,sortOrder,appId
gp:AOqpTOG20gH5HgFaVH59u7sJAUDzv71lskVPE7M9fbQyV5WkC4yx-EWFjrlkSFSY95w9ux6bwOL0kMlKfU0rUj0,Dana Gheorghe,https://play-lh.googleusercontent.com/a/AATXAJwXGeTFbxz96HKfYk2TL2Y0PkWU53edSVSniEEm=mo,"The app is incredibly frustrating. I have an order booked, but cannot access it via the app, as it says i have no order. To access it, I have to click on ""book another slot"", go through choosing the address, then have to click on delivery saver, and eventually will get to my order so I can edit it. Do better, Morrisons!",1,21,v0.224.0 morrisonsRelease,2021-09-26 10:58:10,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOFjBxmFn5NfxDYUb_a77qpkefYbZCApecXLAXlrjNb9XgkJWIfPcgUvxZoZm-0SzkOHwufjLCYvaTJZzeU,Nick W,https://play-lh.googleusercontent.com/a/AATXAJyHyzwXzFbg2A-P4_Qbm1bIZt5dt6Ft8pOqnwHb=mo,"Doesn't sync with your account, I'm struggling to see the point of this app",1,1,,2021-09-24 16:55:45,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOEBJjYMdWAqmTW_g2RGhEVUO8R_Sve3plLDRsBvRdROYW2TW135jWg7yhs2wx0vvbkN_dA1jx24FhIWWbQ,Eran-Quantum Tech for Healthcare,https://play-lh.googleusercontent.com/a-/AOh14GjRikrP5xcm_MDZsVwRhXGQZpfyOysOgMASeJi5,"Doesn't recognise my account. even when I login, there's no delivery address apears although it exists on while browsing through the browser, same story with the ccard ( no card is registered on the app) , no previous/standing orders, nothing... no option to add my address again, or my card. uninstalled and switched back to mobile/desktop browsers",1,7,v0.224.0 morrisonsRelease,2021-09-23 23:34:10,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOGW0cBeoDbIooaHbZUJglu2Nq1mR31Y0GtlfLlLpYSzi7NOHOV9YIfpEdOgewk1MwzqUNS8r7Xd-VYYhs4,Nick Leenk,https://play-lh.googleusercontent.com/a/AATXAJxAXTq9zMEhGGHI1-5Q35iBRv_paIlK1q2BvcKD=mo,Can't find any addresses,1,1,,2021-09-21 01:11:20,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOGndtrNTvswx7vkULNQ0w6uQhXKnhHUz_dHLTd0ZwRJXdGQ1d8kS2Z8hJH5Lhw20OZaSetTqjxSsAOWKMA,Asaf Efraim,https://play-lh.googleusercontent.com/a/AATXAJz0dBxzeazpRPPXvpIKLUNUR-t74DsrPTvNuXc2zg=mo,Doesn't work,1,1,v0.224.0 morrisonsRelease,2021-09-20 21:19:50,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOGvhP6xtAwQ1eLTokcUUKH7x-57o0qRi9QgAUAh1DR0PImrtNzqiVlsNoxH7gBk0p1Hl_nW_FcPauNyOt0,Fiona Bremner,https://play-lh.googleusercontent.com/a/AATXAJxIRSntIl06gssALJc2CNMJWSHT9iogFFggIfJ5=mo,"Awful, can't swap between delivery and click and collect, and lost address after being used frequently, can't add my addres again as says can't find address, no way to contact through the app other than phone which has a massive wait time, will use other stores from now on",1,14,v0.224.0 morrisonsRelease,2021-09-20 19:05:23,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOGNKSIIEtihTRIOiiGIzOdz2Ce6LJCDoBVVZeFkXnaBWU_clLIcDUUjvyxpxOJoGTuipWV5L7WJP-osxi4,Natalia Bury,https://play-lh.googleusercontent.com/a/AATXAJxfA0pG7n4Vqx3oE_0gif-FoxQMYPf_3esl3TYd=mo,"Really Bad experience, won't recognise any address please fix it because I'm not doing it on the internet",1,2,v0.222.0 morrisonsRelease,2021-09-19 14:22:11,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOFbeHHzk4WnzJkw5i5qK492w1BXj7l_kby1SQ_E_dE7Zdkysk2VKLskZro61uXi42jJeuT3SG1WedXMKTw,june blagdon,https://play-lh.googleusercontent.com/a/AATXAJzmjM9P2V6x8Rj_tm-N76RM8U8ZDkB8fpy8278=mo,Constantly tells me no delivery in my area yet neighbours 3 doors away have morrison delivery's...and yes we do have the same postcode,1,1,,2021-09-16 18:29:55,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOEYhYBhSjOwX1lGvYbnQcZQm6agVeUCTAex8JBruN4nS1VgPq4taErUISxWri2aRfxrkghqbkHU-JAH9aY,Archna Patel,https://play-lh.googleusercontent.com/a/AATXAJwM0TR6kVOgndO7aERNBQrltjsrqylmGdflUX-C=mo,"Not sure what the point is of an app which has none of the information from the website on it. Cannot see your live or past orders, your addresses... i downloaded it as the website constantly asks you to log on but not sure the app is even in use, who knows, but it's pointless",1,1,,2021-09-15 08:47:42,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOHT8H8cPzMIJxyUk8vs2wLChjPY97HgPGlftfsbS8Rmp_Wd108LRlfN1DMPmAdbb9DqRDkVs8MUacVzJnc,Freddie,https://play-lh.googleusercontent.com/a-/AOh14Gg8mHjo-2QnDex_wFxlafXSDDm70u7CzkwbaNwPlg,"Stopped using Morrisons after they stopped doing points, even stopped getting their fuel, rather use Esso and get nectar points rather than the cruddy offers Morrisons now give you!",1,3,v0.222.0 morrisonsRelease,2021-09-15 01:48:54,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOF4glnrUpJABK1wYmeMVVqLLHqMt73SwgYYCheejDdrCZ6ywTJcvbMkRekW091JAIJmZZ8hgE9vxb2VA2M,Paula Green,https://play-lh.googleusercontent.com/a/AATXAJzz3msPodNFIsgMVazh7SNCgy45D5FOS33wqgWy=mo,"Won't recognise any post codes. I tried a post code next to the store and it still wouldn't work so there is no way to book a delivery. I just get a message saying ""Address not found.""",1,11,v0.222.0 morrisonsRelease,2021-09-14 17:24:46,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOG0p3AlAi7ByfUrfGlkLN6Mi5su5piyl-ji1O2PG_F9AemXdQaFSDNXVSSMx5-9Npk1EWLmMIdjo-llzj0,Herbert Winstanley,https://play-lh.googleusercontent.com/a/AATXAJyAo81aOGedj2anHHTHHHNwQMixbhgFaoLWHj1z=mo,Terrible. Can't even find my address.,1,1,v0.222.0 morrisonsRelease,2021-09-14 12:55:25,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOF0eUEfg1GTsn0hX86S2Sm8COfM3TMYl1gY-kfiNMGMMqO2Mm5560daYKuDS6zwdwBYNCm1APDR3PD5d8I,fixit or stripit Small Engines,https://play-lh.googleusercontent.com/a-/AOh14Gghhy3QM8eM_c5S2A3jCBJrz9lmM3xYiscH4AEfHg,I have shopped twice a month and spent around £200. But it always says no purchase history and the offers are few and far between. I'm going back to nectar at sainsbury's.,1,1,,2021-09-13 20:16:51,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOH-b0aWxXPfLf1eSIl8McZd4BhULCV4Ub1shLSeR2aM7_6HxVHwYGDX_2eibn46ETDbUgsbMLzCTBb9uF4,Walter C,https://play-lh.googleusercontent.com/a-/AOh14GgF3s75m9iZWRnp35165WCLwVjiYqSAHnsx1ikE_-Q,"Flaky app, when trying to see existing order none shown. Also says no delivery address added. Have to log out and in a few times to make it appear. Please fix these bugs which shouldn't be there in a shopping app",1,11,v0.222.0 morrisonsRelease,2021-09-11 12:40:42,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOEXSIy4inW-Tbx2PhsxJAPYFmNKWWaqYRA3ggxy_YrDil0ESwoBdbl3PqDONvGxVKc00MgYNQoeAiiK8eE,Andrew Mc,https://play-lh.googleusercontent.com/a/AATXAJz7LiRfPoFTdDnC6pqE_WNp67R2oaRvR1SeFs6S=mo,"Worst ever shopping app. Navigation gets lost, even just by rotating phone!! shopping basket gets lost in delivery slots. Back button jumps out of shopping area. Intrusive advertising.",1,7,v0.222.0 morrisonsRelease,2021-09-09 18:54:03,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOFxOuLh72VajPeeKePwMwJgmJWP0GFRJVEdHMew3Xb0t7s4EiQzfhvWDK1T7o5KlsIXj7aFR10vy9NZW64,Jasmin Saunderson,https://play-lh.googleusercontent.com/a/AATXAJyxoqDkJlyUlWcCh-eqnMHxp9N3REiKp353s6No=mo,I wouldn't trust this app with my neighbours aunts address,1,1,,2021-09-09 15:52:18,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOEyolsIGI45NsQqu49hegHPLmnHAF60rvbk4_ZRiGDt1LhEzhgvfIl_Q1iGd28ixBPIMnj8KRyWXMMy-Ik,Madaboutbeauty 45,https://play-lh.googleusercontent.com/a-/AOh14GhIb-7k4kFxZcOzfRoRkV-ma6vTM8siMJyXNMDl,Doesn't find my address. Works fine online though.,1,1,v0.220.0 morrisonsRelease,2021-09-05 13:50:44,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOGZIGMSVQkS_yQr7jptkcpi6YbXDS5aAIG9HDwQMjnoeoBorO6EO8JkXoyErEIQHdh0kfT6nW6DORTG11o,Lucy Elliott,https://play-lh.googleusercontent.com/a/AATXAJzbb38VDnUGpo4y7SetGZXl1KfXfxAGGfYfmVGL=mo,"I can't order anything using the app as it won't recognise my postcode, however when I use the website with the exact same postcode it is fine.",1,2,v0.220.0 morrisonsRelease,2021-09-04 17:24:05,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOGVbByv0iOWQ4MrJTOcjB6sYtwrybP2vmEhepeDzLKHY3VtdTSZzGWExzXymXuVuIS0gMW2zUNDgR49MCI,Vicki Gerry,https://play-lh.googleusercontent.com/a/AATXAJwe_NG1gl3YOIadYZSLfqRnhUXkarNwOc7RHEk=mo,What's happened to the app!? It's always worked fine for me but the last few weeks it doesn't remember my address and says address not found when I try add a new one.,1,21,v0.222.0 morrisonsRelease,2021-09-03 14:40:15,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOG7gsciQ44jTZvpJIPDNhEs8nxDS_7PLYfrUcLYq4kpHpBBCMTiC_IXLa4HqGhPQakM9fiN19EtQvyy9y8,C3 D2,https://play-lh.googleusercontent.com/a-/AOh14GhwO9GEVFzXhfKaqnsoCgB6J8Lk_jSL07t9Lmp4pLE,Do not use the app it's useless!! All more shopping list favourites address details have just vanish? My 10 year old son could design better.,1,0,,2021-08-29 10:25:41,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOEI1ScaiG5tW-3fheZKIZxp6FVfv7iE8RoxqTbBFej4nffR77syjZVJ4IPQ0yDk1VfyxDjAiUGWJqbyBQY,Jack W,https://play-lh.googleusercontent.com/a-/AOh14GjWgprV7iy1bxyQKICv4hF8gVdJJsjllXtFil0pug,"My nearest Morrisons is 20 miles away and lockdowns mean I haven't been there in ages. So pleased to learn they're at last delivering in my area. But this app is a huge disappointment. Although clunky and hard to navigate, it's workable and I could live with it. Except that the range of goods on offer is deplorable - just a fraction of what I used to see in their store. Add to that their seeming inability to deliver within days and it's simply a case of your best isn't good enough.",1,39,,2021-08-28 21:05:14,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOHuutBC6sjO6cIUwUpdUpoQsCWGXI1jtOr8GAba06-IHk54elcxTPYQ4VCNCTzzSCYax-aMFK-7aWYngls,Mark Gregory,https://play-lh.googleusercontent.com/a-/AOh14GhxlPT7GUSloXAcxvOUa2B60jEaUgsrsrGQvxiCQA,This application does not work properly as I put my postcode into to complete the order could not find my home address so I decided to use the online version and it worked perfectly fine the mobile app is absolutely useless does not work at all is the problem of having something that does not even work,1,9,v0.220.0 morrisonsRelease,2021-08-28 13:43:04,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOG8cpeKDVuEp-5lGH6iiHK5-uv8958lBYRajxxFLHPIjKGAxP58H_Ozu3qV92lLF38K1uk0Zd_9rJQJYuU,oseinene ajagbe,https://play-lh.googleusercontent.com/a/AATXAJy75mdHnjPmIJjO4lX091KXvTGPLcSsCtbTZ9iQ=mo,Very useless app. Very difficult to change address. I have tried to change my address for 2months now. It's not working. Even the customer care representative can't help because they don't understand the app either. Just a waste of time downloading the app.,1,12,v0.220.0 morrisonsRelease,2021-08-28 10:07:05,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOGsAHp0GnaaEaHU7jbRFWuZvfUHZfAN2YKy_iJg7t6COy1BQVbN0cJUK_oQlmIIUvgXFYmERmo7f2rNJQ8,Plottie01,https://play-lh.googleusercontent.com/a/AATXAJwLc0i1McNmIRgCBwQtCACACSvl0otJepaf-qvS=mo,Previous version was great however this one will not let me add my address no matter what. Uninstalling and reverting back to website,1,0,,2021-08-27 15:08:33,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOG8G9NlZ4wpJE-cZKiDaHliiAyIZPRCTBuuEzHy5d6k5tKmowJ_om5GJsGg7H75Z-_U3NZ6AOSSRlOiV_Q,Debi Ashton,https://play-lh.googleusercontent.com/a-/AOh14Giqluk5pRPR1p2uFljHERRHo7nMPMss5imbr_ib-w,Usually really good but unable to place my order tonight 4th time now May revert to doing it myself again if it continues,1,0,v0.220.0 morrisonsRelease,2021-08-26 20:14:02,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOF8YynyqEW1wPpnubjuPNxzCkSX6vpkyuZTYZFqf1GHh2IgRHqpn2abUMqH6_UyNsdI7BQmLt4bSPL9yNQ,Ahonya V,https://play-lh.googleusercontent.com/a-/AOh14GjBxdfSFDJBKatQq7sndLZIxBHYYWGSZc294tsIeQ,"Bloody awful app and site. Tried to enter my card details so many times and it keeps saying the expiry date is invalid. Same on the site, same on the app.",1,5,v0.220.0 morrisonsRelease,2021-08-26 17:15:45,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOHNW8Ofv1UJv5NCFcey853Tl0jW1dOYuL-E9pjucTSDt4tORfegUqANHogdkf73dmu_PezlInPer4SoXTc,jenny ridley,https://play-lh.googleusercontent.com/a-/AOh14Ghr2m7NlGDbWtqAEMnzcX-u0JEmdSDVSV0leR3wlA,Load of rubbish. I have moved and the app won't let me change my delivery address.weare now into August and after many contacts I still cannot change my address,1,4,v0.220.0 morrisonsRelease,2021-08-26 16:21:25,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOHjX_Sd9Pmhb5lTeUCZVgQ7UK8-iyDWj5nGMe72uPAYeD0k03ouS09m2qPzahx0IdBz-WLtC-VSBTc-R-M,Sandra Buckley,https://play-lh.googleusercontent.com/a-/AOh14GidzJc4qyezx-UndoXlVX2ALurnilAoNsew94pUDQ,"Would not accept my basket or proceed to checkout, tried 8 times and cancceled app 5 times. Gone elsewhere",1,0,,2021-08-25 18:57:22,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOEjNHmETk4IVP5RWyIlB_9RX0KIajfy_UkXVsSlC1UOIOVGY7pWVOYXlLDHhLvTp_iyLoRG_Y8zvieJRzk,Scott Mcdermott,https://play-lh.googleusercontent.com/a/AATXAJwWEV524e2Yn4Afpp_8e6gwKnkSLdWw7T_6OoyA=mo,"Pointless app ,spent hours doing favourites ,did shop , booked delivery, sent to main website basket empty,no favourites saved.???",1,0,,2021-08-25 07:28:31,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOHwSUghzSFWD6IAh8-vEw_tzMPIanDPm_y0bDjCeIpn77gEr7a0bUZOyRT9l6Lf65aMf4cxFgv2HoLC0cE,Scottish Force official,https://play-lh.googleusercontent.com/a-/AOh14Gik9OnhRMs_B4ZloWzbaNh2E_dfQgxxCJMNLxXHST4,Terrible doesn't work can't login constant error it's not difficult to create an app if you want me to have a look at it let me know..,1,4,v0.218.0 morrisonsRelease,2021-08-24 08:35:34,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOHYw4O6ESLPzHetrO5WF9WBe6cHGTxaT_od0jmn7SM50BbdecdiZvbBfTEq4zHSbDPUAkAr6l983QT7sqg,Dale C,https://play-lh.googleusercontent.com/a/AATXAJxskArNTb3Mdi_RxUFvXURtTUdJ8nKwVJ-8Jz-DP2I=mo,"Pointless, do wonder if its to stop NHS etc accessing free home delivery. If so shocking!",1,0,v0.218.0 morrisonsRelease,2021-08-22 18:32:05,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOG8ALZepKpagkLm7OMLpLxRLcbc9Fpsc8gTTS9aGcnoWY8-G4LUgFuaC1w5rbyKW7ZLfpSnT-HlN3Y38Y0,Mary Welch,https://play-lh.googleusercontent.com/a/AATXAJx7Tmw5dkU--tpApm_kR67AE5XIQlRuiKhXfMsq=mo,I am a regular customer i have been haveing a delivey every for the last 12 months now i cant get on the app it keeps saying try again later can you tell me why this is it was the same last week Mrs mary welch,1,0,v0.214.0 morrisonsRelease,2021-08-22 16:22:58,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOEWKO5wdlM-GssrE_k6QMk-tFTEeSv1lao8R28wxoLmt6ofgkBpa442SCarPWRFECslsMdDXbmFeyABGxQ,Lesley Armstrong,https://play-lh.googleusercontent.com/a/AATXAJxozFhvvLr8-txzb4d7MtuCh1umnQYmSHfli0TJ=mo,App just keeps saying unable to update trolley details - even when there is nothing in trolley and I am just trying to start a shop.,1,0,,2021-08-22 13:07:22,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOG8pMiXpsc5dyiYmKDRJ3tWxqDRikj3CJQFoV9CWdbskxF5yOnCekXCGHYlDSOWCanD8a1E6JlNfaiOt3I,Gabriele m,https://play-lh.googleusercontent.com/a/AATXAJyUE-6GA1AL26Kx6YLDvcsbtsYz-1IU59buIUIz=mo,The app doesn't synchronises with the website. It doesn't shows your previous orders and you can't edit your next order. I also found that it displays items that you can't find when you use the website.,1,2,v0.218.0 morrisonsRelease,2021-08-22 12:16:22,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOFj-vJAN7aAypF1tZ2hVX7HZlmWZapTM4TAPp9VIN8gcZ_lrDh-pD6YX0VtN-imtWdzKuvjmsLHNgvP2Zs,Corinne Price,https://play-lh.googleusercontent.com/a/AATXAJy-HyOhnfmvrePELU6ZfAyNt5QoOsEWFyo5nmgs=mo,"Can't find my address for delivery, spent half hour adding items to basket and now can't get it delivered and when you go to full website it hasn't got my basket from the app so can't even add address through there - Total waste of time",1,3,v0.218.0 morrisonsRelease,2021-08-22 09:21:19,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOGOVNohi4wl6lMwlkLtZEySqYItqql4wbVB0ZOllg2AJrvUU-IjwKTupQC8q9KBmTPrswtt5hkaVN-dexY,Trudy Lamprechtbrooks,https://play-lh.googleusercontent.com/a/AATXAJy0krbKapWdCQvpREHr5u3U3T8c3QFItcACZ5Wr=mo,Still not working... when is this meant to get fixed?,1,0,v0.218.0 morrisonsRelease,2021-08-21 22:30:18,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOEcqwfAyvgAkycSiPAaqD5UfXqKQV6dHeWEr2fMu2xcnEr_VA432F0TG57oPEUKvhkmJiEHFXd-3RzP9C0,Gemma Ravenscroft,https://play-lh.googleusercontent.com/a-/AOh14GiUfxl21lCge1FeO6fuslt_Fi37VZj6XiU4IrnmqA,I can't order using this because it can't find my address. Have to use the website which is more inconvenient. Can you please fix this??,1,0,v0.218.0 morrisonsRelease,2021-08-21 16:33:36,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOF5sBODh_y9zyh4X7v9y36gVCsj7iwG2Fz9QoIN9wAzd1rm8IQZzl_Z1zA4K6vcqtogPgU16Bo-_Z-lLZE,T C,https://play-lh.googleusercontent.com/a-/AOh14Gj9wgxWCaKt37mmy23rRzoqKq1vVsGjkuwhfdjceQ,Not linked to website app so I can't use the app now. Can't find any address either. The old app worked fine. Now everything has to be done via the website. Have tried uninstalling and installing but doesn't help,1,2,v0.218.0 morrisonsRelease,2021-08-21 12:08:57,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOFK0zIjHoLFWdwQXCbRKC3TFiBA21K92hxBzCznowIphdK1ZcNJVZ2B7fIGT_AbPv29_A2NHaxxvLMat8s,Sirona Marshall Clarke,https://play-lh.googleusercontent.com/a-/AOh14GiCI6MkZzQC31aIPMff3n-GhMTu3A_kQ2-yLgxEgO4,Continuous errors,1,0,,2021-08-20 20:58:40,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOF-XqpzWg6qzQKhD3rlTun7LjOB-uTdQkoLXEUNRjpF0ecnhGFa2p8CI7lgYsq5BPc2Un1FMpHQfpuhmhM,Stuart Jack,https://play-lh.googleusercontent.com/a-/AOh14GhSYV90TnDPUz3tM-wDUwSo-1kNW95Hm0XF8sdm,Doesn't work.,1,0,v0.218.0 morrisonsRelease,2021-08-20 15:58:15,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOGh-cYmX-xdzMCe5UWRRb7qPTtt8lBJFzPFXV7nyMadayTUteKfZe9aimj1m4RCtX9X5XxVFb9ektjWQZY,Michael Dent,https://play-lh.googleusercontent.com/a-/AOh14GgLyVH0o_odEymttdnT37rONc0w3L76lTnzGQjF,The app has not been working for a few weeks now possibly since an update.,1,0,v0.218.0 morrisonsRelease,2021-08-20 14:17:34,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOEedwia2alZdy6qpOVk5k3Jm9q9ck2Zj98A007k55el1cPjj2ys1VB91HmZKjJpLt820J_ZVkK5OY5pRwM,Will Woodward,https://play-lh.googleusercontent.com/a/AATXAJzukXPAOVCHwwO2BY_AlLXdHG_EeC4cTYINGL47=mo,"I have cancelled. Very often down, badly organised, don't have access to all the groceries they have in store. Many dead links.",1,1,v0.218.0 morrisonsRelease,2021-08-20 12:49:02,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOEvSvAKFuiy5GZY9n-oLFw57x8Eep3UHcIePLIzhMMCbTtTIUb_jCMC8kgE3SZs3CEVCOCgS3jXIq46qyk,ItzOpty,https://play-lh.googleusercontent.com/a-/AOh14Gje-jqByk8FAQ8-5ZnSXG6FYHnDh9S3P-q7vaIchIU,Rubbish don't let you on,1,0,v0.218.0 morrisonsRelease,2021-08-20 12:44:21,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOHH8uZBqpgw_WZmqz8tfiWsW_hkADf2RE5ZGuvnpSgWGt09jSLRJGoE7C_CxN-1qhMLNyLFU8FGFTr1lfc,Nicky Shrewsbury,https://play-lh.googleusercontent.com/a/AATXAJzDhMvnOnMsQ5P530FMfpDE55Zp2QbbY6vSV_d-=mo,App hasn't worked for over a week now. Unable to update basket! If that's fixed I'll fix my rating :(,1,1,v0.218.0 morrisonsRelease,2021-08-19 22:03:14,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOHtqsqPdaPD38XVKfLoLI_IYkcAwwdQl8NwejkXJQ0OArR5CXiYAJFXDFGVulIZEBKeB0wNSGV4QI1oDig,Alison Corlett,https://play-lh.googleusercontent.com/a/AATXAJyjqTE6JFh5uW8Megz64PUMaoFID--sM2r1R1YV=mo,Awful can't get into it most of the time,1,0,v0.218.0 morrisonsRelease,2021-08-19 16:06:07,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOEpUD-J3FKpqYea6wsxTGQsFQv4bL_ZCDo0oRVjpmv8tFJ09awW1Y5rJ7oaikr-FGXB6hAXMI0W-CRUZOs,Gill Clothier,https://play-lh.googleusercontent.com/a/AATXAJxDGVXg_qQE2MwA1mlBzxDzCykxKuqZ6OUs4KLb=mo,"After months working fine, app won't open at all",1,0,v0.218.0 morrisonsRelease,2021-08-19 07:36:04,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOEKXBB258Cm8inGsIYpnChVURRBvLU2D112EiK7hyG49Ll3FhqWQg4wIagfIeiOJFrZIKxQGQQpHcEDRtY,Jacqueline Orr,https://play-lh.googleusercontent.com/a-/AOh14Gh7OCfyGlSGh4pyrEKZBMscL9lryfYIaY1uNlNyhyU,Doesn't sync with the old app so no orders or lists. Totally unusable as is the old app. I've moved to Tesco,1,1,,2021-08-18 09:42:14,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOGp0twXelYn25VFDHUEmJDT-SbYTN0XfcHLvKuiVaULjJlwF_RaMoGsa6TgnMlFFG-mssI5BMpmNjFFElQ,Rob,https://play-lh.googleusercontent.com/a/AATXAJzTjsZiKVaD-gbWm1w9VueDSpRo9R1BRe1mboNY=mo,Something went wrong message for the last 2 weeks,1,0,v0.218.0 morrisonsRelease,2021-08-18 08:39:26,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOH1MKiKO3ZgyiFmtxXc706UkQLv3z1hDGDLFCxhMD6oriZaeyWmnFxNti2sB9OgYkU1arrc14Peyz3d1U8,Anne Prestidge,https://play-lh.googleusercontent.com/a/AATXAJzOKTfFDU8heVRueAELQMYK6nx-ZOOMbADGZLhM=mo,Doesn't work at all. Even did update,1,0,v0.214.0 morrisonsRelease,2021-08-18 06:33:48,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOF5NC7JZteWw8KopEISiD0scw_aTfXWHzj4f5dAGvccQ-g5pTFbNTTTH6axaokVs5DVwEhtX_EvyOtwXjc,Bob Slassor,https://play-lh.googleusercontent.com/a/AATXAJwGI6PlLRxDmDpqXIeb6SVA1A8PiWT4LWq4QPxm=mo,Completely broken and unusable. It permanently says unable to update trolley details and advises trying again later.,1,1,v0.218.0 morrisonsRelease,2021-08-17 11:49:36,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOEvTmjY73Nlt-WAGJLK6mcyv0v1gI9ATckAoZeIkCFy73IsvHiPCyF8JAAfyni1MZmMQzF_BrbQSss4pfw,Terry Latham,https://play-lh.googleusercontent.com/a/AATXAJx1pjGTmw8sAr6MAsu3x_s3Ulgcl9lPRWpdgRmH=mo,"Getting rather tired of being told that items in my basket are not available right at the end of checkout, I'm constantly having to go all the way back to look for an alternative and then checkout again only to be told that the alternative is also unavailable rinse & repeat, why are they even there to begin with is this a guessing game of some kind?",1,7,v0.218.0 morrisonsRelease,2021-08-16 21:33:40,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOG09T6Pt1FH9c2bn2xM9J8PIswGVIrppb7B5USuhkUxTGXuAdBTjaun68WMKBmvndRbtcMwWoAiYMXj8K4,Stephen Williams,https://play-lh.googleusercontent.com/a/AATXAJxDVHvcvVQ71KRxwUk4GxDzy40K02hZNWXVhaKq=mo,This must be the 3rd app upgrade where I have had to uninstall and reinstall to get the app to work... you need to sort this.,1,1,v0.218.0 morrisonsRelease,2021-08-16 20:50:56,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOHfqsUT2-ITGOMDh0ZiJ3qrg7rewB3CjaLS-RF8KWjUfvJ-beFLH1dGit-wUsnnDLA4XrcesqkxJ7T6b-I,Nicola Lloyd,https://play-lh.googleusercontent.com/a/AATXAJzQyjWgZleJe--cfqC8I7r2zOYLDbp69vl3qOS1=mo,App isnt working.... How are we meant to order food?????,1,0,v0.218.0 morrisonsRelease,2021-08-16 20:11:52,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOHtYCIRxhdMaAje7fbdm8oFonFiLx8B7qSnibPDpXOWpQszI0I-vgcs3_jOZhB8ehZwnPMtl8bCAB8JbUc,Liam Red,https://play-lh.googleusercontent.com/a-/AOh14GhuI_IP6vKs1lqoYV5MQ7U9GPz9ehSmUEBVvce9,Don't work anymore,1,0,v0.218.0 morrisonsRelease,2021-08-16 18:16:06,,,newest,com.morrisons.atm.mobile.android
gp:AOqpTOE5WG4ubZiw-mqqfuu_KiVDDDpXIhUzpi2CoxF__YXi7vpAZjQf2E6mGelv7H0NSrM_8b2O58VhW9onI3k,mark newman,https://play-lh.googleusercontent.com/a-/AOh14GifwDY-PsL0-HBACT7DSZh44SDw68p6SzikhZs4JQ,"Waste of time using the app, error messages on every option. Was due to renew my delivery pass but will be going elsewhere now to someone who can keep their mobile app working and fit for purpose",1,2,v0.218.0 morrisonsRelease,2021-08-16 17:31:19,,,newest,com.morrisons.atm.mobile.android
